Scenario ID,User,Assistant - Extended,Assistant - Short,Assistant - Details,Threat ID,Description of the classification?,Vulnerability ID,Reasoning,Assistant - Risk occurrence type
S143,"The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information)",The scenario is not sufficiently characterized to perform a preliminary analysis.,More,The level of detail is not sufficient to understand the adequacy of the security measures adopted,M3,Flooding,V27,Inadequate flood protection,Potential
S143,"The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information)",The scenario is not sufficiently characterized to perform a preliminary analysis.,More,The level of detail is not sufficient to understand the adequacy of the security measures adopted,M5,Trojan Horse Attack,V14,Inadequate supervision,Potential
S143,"The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information)",The scenario is not sufficiently characterized to perform a preliminary analysis.,More,The level of detail is not sufficient to understand the adequacy of the security measures adopted,M6,Computer virus attack,V14,Inadequate supervision,Potential
S143,"The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information)",The scenario is not sufficiently characterized to perform a preliminary analysis.,More,The level of detail is not sufficient to understand the adequacy of the security measures adopted,M7,Logic bombs,V14,Inadequate supervision,Potential
S143,"The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information)",The scenario is not sufficiently characterized to perform a preliminary analysis.,More,The level of detail is not sufficient to understand the adequacy of the security measures adopted,M8,Lightning strike,V34,System not protected from lightning,Potential
S143,"The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information)",The scenario is not sufficiently characterized to perform a preliminary analysis.,More,The level of detail is not sufficient to understand the adequacy of the security measures adopted,M9,Searching through the garbage,V24,Abandoned waste material,Potential
S143,"The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information)",The scenario is not sufficiently characterized to perform a preliminary analysis.,More,The level of detail is not sufficient to understand the adequacy of the security measures adopted,M12,Accidental damage to media,V31,Hardware devices that are not physically locked,Potential
S143,"The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information)",The scenario is not sufficiently characterized to perform a preliminary analysis.,More,The level of detail is not sufficient to understand the adequacy of the security measures adopted,M12,Accidental damage to media,V18,Improper manipulation of mass storage devices,Potential
S143,"The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information)",The scenario is not sufficiently characterized to perform a preliminary analysis.,More,The level of detail is not sufficient to understand the adequacy of the security measures adopted,M13,Destruction of the CED area,V38,System not protected from explosions,Potential
S143,"The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information)",The scenario is not sufficiently characterized to perform a preliminary analysis.,More,The level of detail is not sufficient to understand the adequacy of the security measures adopted,M14,Accidental error,V14,Inadequate supervision,Potential
S143,"The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information)",The scenario is not sufficiently characterized to perform a preliminary analysis.,More,The level of detail is not sufficient to understand the adequacy of the security measures adopted,M15,Physical theft of media,V31,Hardware devices that are not physically locked,Potential
S143,"The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information)",The scenario is not sufficiently characterized to perform a preliminary analysis.,More,The level of detail is not sufficient to understand the adequacy of the security measures adopted,M15,Physical theft of media,V32,Inadequate access control to the CED area,Potential
S143,"The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information)",The scenario is not sufficiently characterized to perform a preliminary analysis.,More,The level of detail is not sufficient to understand the adequacy of the security measures adopted,M16,Fire,V26,Inadequate fire protection,Potential
S143,"The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information)",The scenario is not sufficiently characterized to perform a preliminary analysis.,More,The level of detail is not sufficient to understand the adequacy of the security measures adopted,M16,Fire,V28,Inadequate high temperature protection,Potential
S143,"The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information)",The scenario is not sufficiently characterized to perform a preliminary analysis.,More,The level of detail is not sufficient to understand the adequacy of the security measures adopted,M17,Entering false information,V14,Inadequate supervision,Potential
S143,"The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information)",The scenario is not sufficiently characterized to perform a preliminary analysis.,More,The level of detail is not sufficient to understand the adequacy of the security measures adopted,M20,Service interruption,V14,Inadequate supervision,Potential
S143,"The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information)",The scenario is not sufficiently characterized to perform a preliminary analysis.,More,The level of detail is not sufficient to understand the adequacy of the security measures adopted,M21,Masking,V14,Inadequate supervision,Potential
S143,"The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information)",The scenario is not sufficiently characterized to perform a preliminary analysis.,More,The level of detail is not sufficient to understand the adequacy of the security measures adopted,M21,Masking,V24,Abandoned waste material,Potential
S143,"The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information)",The scenario is not sufficiently characterized to perform a preliminary analysis.,More,The level of detail is not sufficient to understand the adequacy of the security measures adopted,M21,Masking,V25,Insufficient information surveillance,Potential
S143,"The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information)",The scenario is not sufficiently characterized to perform a preliminary analysis.,More,The level of detail is not sufficient to understand the adequacy of the security measures adopted,M25,Sabotage,V32,Inadequate access control to the CED area,Potential
S143,"The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information)",The scenario is not sufficiently characterized to perform a preliminary analysis.,More,The level of detail is not sufficient to understand the adequacy of the security measures adopted,M25,Sabotage,V33,Lack of access control to the CED area,Potential
S143,"The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information)",The scenario is not sufficiently characterized to perform a preliminary analysis.,More,The level of detail is not sufficient to understand the adequacy of the security measures adopted,M25,Sabotage,V14,Inadequate supervision,Potential
S143,"The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information)",The scenario is not sufficiently characterized to perform a preliminary analysis.,More,The level of detail is not sufficient to understand the adequacy of the security measures adopted,M26,Unnoticed data theft,V25,Insufficient information surveillance,Potential
S143,"The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information)",The scenario is not sufficiently characterized to perform a preliminary analysis.,More,The level of detail is not sufficient to understand the adequacy of the security measures adopted,M26,Unnoticed data theft,V14,Inadequate supervision,Potential
S143,"The Restricted Areas are protected by appropriate security measures (such as, for example, armoured doors, anti-intrusion alarm systems, safes and security containers for the storage of classified information)",The scenario is not sufficiently characterized to perform a preliminary analysis.,More,The level of detail is not sufficient to understand the adequacy of the security measures adopted,M28,Network worm,V14,Inadequate supervision,Potential
S153,"At the end of an event that requires the implementation of emergency procedures, the Security Officer orders the immediate resumption of activities, without verifying the consistency of the classified material",The described scenario presents at least one security threat.,Yes,The security measures adopted do not allow for the verification of the consistency of the classified material at the end of an emergency,M15,Physical theft of media,V31,Hardware devices that are not physically locked,Real
S153,"At the end of an event that requires the implementation of emergency procedures, the Security Officer orders the immediate resumption of activities, without verifying the consistency of the classified material",The described scenario presents at least one security threat.,Yes,The security measures adopted do not allow for the verification of the consistency of the classified material at the end of an emergency,M26,Unnoticed data theft,V4,Failure to periodically check the procedures installed on the system,Real
S153,"At the end of an event that requires the implementation of emergency procedures, the Security Officer orders the immediate resumption of activities, without verifying the consistency of the classified material",The described scenario presents at least one security threat.,Yes,The security measures adopted do not allow for the verification of the consistency of the classified material at the end of an emergency,M26,Unnoticed data theft,V14,Inadequate supervision,Real
S153,"At the end of an event that requires the implementation of emergency procedures, the Security Officer orders the immediate resumption of activities, without verifying the consistency of the classified material",The described scenario presents at least one security threat.,Yes,The security measures adopted do not allow for the verification of the consistency of the classified material at the end of an emergency,M26,Unnoticed data theft,V25,Insufficient information surveillance,Real
S154,"The company headquarters is adjacent to other industrial plants, separated from them by fences, which in some places are interrupted due to landslides, and with the walls of the building surrounded by parking areas for employees' cars on all sides, with an entrance gate that is normally open and not controlled during working hours.",The described scenario presents at least one security threat.,Yes,The security measures for access to the premises are not suitable,M15,Physical theft of media,V32,Inadequate access control to the CED area,Real
S154,"The company headquarters is adjacent to other industrial plants, separated from them by fences, which in some places are interrupted due to landslides, and with the walls of the building surrounded by parking areas for employees' cars on all sides, with an entrance gate that is normally open and not controlled during working hours.",The described scenario presents at least one security threat.,Yes,The security measures for access to the premises are not suitable,M25,Sabotage,V32,Inadequate access control to the CED area,Real
S154,"The company headquarters is adjacent to other industrial plants, separated from them by fences, which in some places are interrupted due to landslides, and with the walls of the building surrounded by parking areas for employees' cars on all sides, with an entrance gate that is normally open and not controlled during working hours.",The described scenario presents at least one security threat.,Yes,The security measures for access to the premises are not suitable,M25,Sabotage,V33,Lack of access control to the CED area,Real
S156,"It is up to the sensitivity of the staff to ensure compliance with the application of safety procedures, which are described for this purpose in the ""Internal Safety Regulations"" of each location, where the safety measures adopted are indicated in detail.",The described scenario presents at least one security threat.,Yes,There is no provision for enforcing the application of safety measures by managers towards all personnel.,M5,Trojan Horse Attack,V14,Inadequate supervision,Real
S156,"It is up to the sensitivity of the staff to ensure compliance with the application of safety procedures, which are described for this purpose in the ""Internal Safety Regulations"" of each location, where the safety measures adopted are indicated in detail.",The described scenario presents at least one security threat.,Yes,There is no provision for enforcing the application of safety measures by managers towards all personnel.,M5,Trojan Horse Attack,V16,Untrained staff,Real
S156,"It is up to the sensitivity of the staff to ensure compliance with the application of safety procedures, which are described for this purpose in the ""Internal Safety Regulations"" of each location, where the safety measures adopted are indicated in detail.",The described scenario presents at least one security threat.,Yes,There is no provision for enforcing the application of safety measures by managers towards all personnel.,M6,Computer virus attack,V14,Inadequate supervision,Real
S156,"It is up to the sensitivity of the staff to ensure compliance with the application of safety procedures, which are described for this purpose in the ""Internal Safety Regulations"" of each location, where the safety measures adopted are indicated in detail.",The described scenario presents at least one security threat.,Yes,There is no provision for enforcing the application of safety measures by managers towards all personnel.,M6,Computer virus attack,V16,Untrained staff,Real
S156,"It is up to the sensitivity of the staff to ensure compliance with the application of safety procedures, which are described for this purpose in the ""Internal Safety Regulations"" of each location, where the safety measures adopted are indicated in detail.",The described scenario presents at least one security threat.,Yes,There is no provision for enforcing the application of safety measures by managers towards all personnel.,M7,Logic bombs,V14,Inadequate supervision,Real
S156,"It is up to the sensitivity of the staff to ensure compliance with the application of safety procedures, which are described for this purpose in the ""Internal Safety Regulations"" of each location, where the safety measures adopted are indicated in detail.",The described scenario presents at least one security threat.,Yes,There is no provision for enforcing the application of safety measures by managers towards all personnel.,M7,Logic bombs,V16,Untrained staff,Real
S156,"It is up to the sensitivity of the staff to ensure compliance with the application of safety procedures, which are described for this purpose in the ""Internal Safety Regulations"" of each location, where the safety measures adopted are indicated in detail.",The described scenario presents at least one security threat.,Yes,There is no provision for enforcing the application of safety measures by managers towards all personnel.,M9,Searching through the garbage,V15,Ignorance of safety procedures,Real
S156,"It is up to the sensitivity of the staff to ensure compliance with the application of safety procedures, which are described for this purpose in the ""Internal Safety Regulations"" of each location, where the safety measures adopted are indicated in detail.",The described scenario presents at least one security threat.,Yes,There is no provision for enforcing the application of safety measures by managers towards all personnel.,M12,Accidental damage to media,V16,Untrained staff,Real
S156,"It is up to the sensitivity of the staff to ensure compliance with the application of safety procedures, which are described for this purpose in the ""Internal Safety Regulations"" of each location, where the safety measures adopted are indicated in detail.",The described scenario presents at least one security threat.,Yes,There is no provision for enforcing the application of safety measures by managers towards all personnel.,M14,Accidental error,V16,Untrained staff,Real
S156,"It is up to the sensitivity of the staff to ensure compliance with the application of safety procedures, which are described for this purpose in the ""Internal Safety Regulations"" of each location, where the safety measures adopted are indicated in detail.",The described scenario presents at least one security threat.,Yes,There is no provision for enforcing the application of safety measures by managers towards all personnel.,M14,Accidental error,V14,Inadequate supervision,Real
S156,"It is up to the sensitivity of the staff to ensure compliance with the application of safety procedures, which are described for this purpose in the ""Internal Safety Regulations"" of each location, where the safety measures adopted are indicated in detail.",The described scenario presents at least one security threat.,Yes,There is no provision for enforcing the application of safety measures by managers towards all personnel.,M14,Accidental error,V15,Ignorance of safety procedures,Real
S156,"It is up to the sensitivity of the staff to ensure compliance with the application of safety procedures, which are described for this purpose in the ""Internal Safety Regulations"" of each location, where the safety measures adopted are indicated in detail.",The described scenario presents at least one security threat.,Yes,There is no provision for enforcing the application of safety measures by managers towards all personnel.,M17,Entering false information,V14,Inadequate supervision,Real
S156,"It is up to the sensitivity of the staff to ensure compliance with the application of safety procedures, which are described for this purpose in the ""Internal Safety Regulations"" of each location, where the safety measures adopted are indicated in detail.",The described scenario presents at least one security threat.,Yes,There is no provision for enforcing the application of safety measures by managers towards all personnel.,M17,Entering false information,V16,Untrained staff,Real
S156,"It is up to the sensitivity of the staff to ensure compliance with the application of safety procedures, which are described for this purpose in the ""Internal Safety Regulations"" of each location, where the safety measures adopted are indicated in detail.",The described scenario presents at least one security threat.,Yes,There is no provision for enforcing the application of safety measures by managers towards all personnel.,M20,Service interruption,V14,Inadequate supervision,Real
S156,"It is up to the sensitivity of the staff to ensure compliance with the application of safety procedures, which are described for this purpose in the ""Internal Safety Regulations"" of each location, where the safety measures adopted are indicated in detail.",The described scenario presents at least one security threat.,Yes,There is no provision for enforcing the application of safety measures by managers towards all personnel.,M21,Masking,V14,Inadequate supervision,Real
S156,"It is up to the sensitivity of the staff to ensure compliance with the application of safety procedures, which are described for this purpose in the ""Internal Safety Regulations"" of each location, where the safety measures adopted are indicated in detail.",The described scenario presents at least one security threat.,Yes,There is no provision for enforcing the application of safety measures by managers towards all personnel.,M21,Masking,V16,Untrained staff,Real
S156,"It is up to the sensitivity of the staff to ensure compliance with the application of safety procedures, which are described for this purpose in the ""Internal Safety Regulations"" of each location, where the safety measures adopted are indicated in detail.",The described scenario presents at least one security threat.,Yes,There is no provision for enforcing the application of safety measures by managers towards all personnel.,M21,Masking,V15,Ignorance of safety procedures,Real
S156,"It is up to the sensitivity of the staff to ensure compliance with the application of safety procedures, which are described for this purpose in the ""Internal Safety Regulations"" of each location, where the safety measures adopted are indicated in detail.",The described scenario presents at least one security threat.,Yes,There is no provision for enforcing the application of safety measures by managers towards all personnel.,M21,Masking,V25,Insufficient information surveillance,Real
S156,"It is up to the sensitivity of the staff to ensure compliance with the application of safety procedures, which are described for this purpose in the ""Internal Safety Regulations"" of each location, where the safety measures adopted are indicated in detail.",The described scenario presents at least one security threat.,Yes,There is no provision for enforcing the application of safety measures by managers towards all personnel.,M25,Sabotage,V14,Inadequate supervision,Real
S156,"It is up to the sensitivity of the staff to ensure compliance with the application of safety procedures, which are described for this purpose in the ""Internal Safety Regulations"" of each location, where the safety measures adopted are indicated in detail.",The described scenario presents at least one security threat.,Yes,There is no provision for enforcing the application of safety measures by managers towards all personnel.,M26,Unnoticed data theft,V25,Insufficient information surveillance,Real
S156,"It is up to the sensitivity of the staff to ensure compliance with the application of safety procedures, which are described for this purpose in the ""Internal Safety Regulations"" of each location, where the safety measures adopted are indicated in detail.",The described scenario presents at least one security threat.,Yes,There is no provision for enforcing the application of safety measures by managers towards all personnel.,M26,Unnoticed data theft,V14,Inadequate supervision,Real
S156,"It is up to the sensitivity of the staff to ensure compliance with the application of safety procedures, which are described for this purpose in the ""Internal Safety Regulations"" of each location, where the safety measures adopted are indicated in detail.",The described scenario presents at least one security threat.,Yes,There is no provision for enforcing the application of safety measures by managers towards all personnel.,M26,Unnoticed data theft,V15,Ignorance of safety procedures,Real
S156,"It is up to the sensitivity of the staff to ensure compliance with the application of safety procedures, which are described for this purpose in the ""Internal Safety Regulations"" of each location, where the safety measures adopted are indicated in detail.",The described scenario presents at least one security threat.,Yes,There is no provision for enforcing the application of safety measures by managers towards all personnel.,M28,Network worm,V14,Inadequate supervision,Real
S156,"It is up to the sensitivity of the staff to ensure compliance with the application of safety procedures, which are described for this purpose in the ""Internal Safety Regulations"" of each location, where the safety measures adopted are indicated in detail.",The described scenario presents at least one security threat.,Yes,There is no provision for enforcing the application of safety measures by managers towards all personnel.,M28,Network worm,V16,Untrained staff,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M4,Asynchronous attack,V3,Uncontrolled changes to the application software,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M4,Asynchronous attack,V7,Untested software applications,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M4,Asynchronous attack,V23,Unauthorized software applications,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M5,Trojan Horse Attack,V3,Uncontrolled changes to the application software,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M5,Trojan Horse Attack,V7,Untested software applications,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M5,Trojan Horse Attack,V14,Inadequate supervision,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M5,Trojan Horse Attack,V23,Unauthorized software applications,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M6,Computer virus attack,V3,Uncontrolled changes to the application software,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M6,Computer virus attack,V7,Untested software applications,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M6,Computer virus attack,V14,Inadequate supervision,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M6,Computer virus attack,V23,Unauthorized software applications,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M7,Logic bombs,V3,Uncontrolled changes to the application software,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M7,Logic bombs,V7,Untested software applications,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M7,Logic bombs,V14,Inadequate supervision,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M7,Logic bombs,V23,Unauthorized software applications,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M10,Covert storage channel,V3,Uncontrolled changes to the application software,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M10,Covert storage channel,V7,Untested software applications,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M10,Covert storage channel,V23,Unauthorized software applications,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M11,Covert timing channel,V3,Uncontrolled changes to the application software,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M11,Covert timing channel,V7,Untested software applications,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M11,Covert timing channel,V23,Unauthorized software applications,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M12,Accidental damage to media,V18,Improper manipulation of mass storage devices,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M14,Accidental error,V14,Inadequate supervision,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M17,Entering false information,V14,Inadequate supervision,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M20,Service interruption,V7,Untested software applications,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M20,Service interruption,V14,Inadequate supervision,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M20,Service interruption,V23,Unauthorized software applications,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M21,Masking,V14,Inadequate supervision,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M22,Hidden access doors,V2,Uncontrolled changes to the operating system,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M22,Hidden access doors,V3,Uncontrolled changes to the application software,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M22,Hidden access doors,V7,Untested software applications,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M23,Unconditional access procedure,V2,Uncontrolled changes to the operating system,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M23,Unconditional access procedure,V3,Uncontrolled changes to the application software,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M23,Unconditional access procedure,V7,Untested software applications,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M25,Sabotage,V14,Inadequate supervision,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M26,Unnoticed data theft,V7,Untested software applications,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M26,Unnoticed data theft,V14,Inadequate supervision,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M26,Unnoticed data theft,V23,Unauthorized software applications,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M26,Unnoticed data theft,V25,Insufficient information surveillance,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M27,Violation of login procedures,V2,Uncontrolled changes to the operating system,Real
S158,Inspections are carried out annually by external personnel in order to check the maintenance and observance of the safety regulations and procedures in force.,The described scenario presents at least one security threat.,Yes,"Inspections must be conducted by the Safety Officer assisted, where necessary, only by authorised internal personnel.",M27,Violation of login procedures,V3,Uncontrolled changes to the application software,Real
